wandb_project,wandb_group,wandb_name,seed,weights,embed_dim,lamda,test_clf_acc,test_triplet_acc,test_1nn_acc,h2h_50,h2h_512,NINO_ds_acc_k=1,rNINO_ds_acc_k=1,NIFO_ds_acc_k=1,NINO_ds_acc_k=3,rNINO_ds_acc_k=3,NIFO_ds_acc_k=3,NINO_ds_acc_k=5,rNINO_ds_acc_k=5,NIFO_ds_acc_k=5,NINO_ds_acc,rNINO_ds_acc,NIFO_ds_acc,NI_h2h,NO_h2h
wv_3d_linear_noisy,align=0.62_p=0.4,TN,1,"[0, 1, 0, 0]",512,0.0,0.5025126,0.56633335,0.9673366834170856,,,,,,,,,,,,0.7185929648241206,0.7185929648241206,0.9673366834170856,0.6369346733668342,0.8798157453936349
wv_3d_linear_noisy,align=0.62_p=0.6,MTL0.8,1,"[0, 1, 0, 0]",512,0.8,0.96482414,0.66242903,0.9798994974874372,,,,,,,,,,,,0.914572864321608,0.914572864321608,0.8994974874371859,0.5502512562814069,0.4681742043551089
wv_3d_linear_noisy,align=0.62_p=0.6,MTL0.2,0,"[0, 1, 0, 0]",512,0.2,0.959799,0.4975,0.984924623115578,,,,,,,,,,,,0.8517587939698492,0.8442211055276382,0.8542713567839196,0.4501675041876047,0.4568676716917923
wv_3d_linear_noisy,align=0.62_p=0.6,MTL0.5,1,"[0, 1, 0, 0]",512,0.5,0.9849246,0.6740068,0.9899497487437184,,,,,,,,,,,,0.8316582914572864,0.8316582914572864,0.942211055276382,0.5464824120603015,0.611390284757119
wv_3d_linear_noisy,align=0.62_p=0.6,MTL0.5,0,"[0, 1, 0, 0]",512,0.5,0.99246234,0.49333334,0.984924623115578,,,,,,,,,,,,0.8341708542713567,0.8366834170854272,0.8768844221105527,0.4422110552763819,0.4501675041876047
wv_3d_linear_noisy,align=0.62_p=0.5,MTL0.2,1,"[0, 1, 0, 0]",512,0.2,0.9748744,0.66225904,0.9798994974874372,,,,,,,,,,,,0.8391959798994975,0.8366834170854272,0.942211055276382,0.4987437185929648,0.6758793969849246
wv_3d_linear_noisy,align=0.62_p=0.5,MTL0.5,1,"[0, 1, 0, 0]",512,0.5,0.9874372,0.6676378,0.9874371859296482,,,,,,,,,,,,0.907035175879397,0.907035175879397,0.914572864321608,0.507537688442211,0.6105527638190954
wv_3d_linear_noisy,align=0.62_p=0.5,MTL0.8,2,"[0, 1, 0, 0]",512,0.8,0.9798995,0.6658449,0.9874371859296482,,,,,,,,,,,,0.8115577889447236,0.8140703517587939,0.914572864321608,0.5276381909547738,0.6293969849246231
wv_3d_linear_noisy,align=0.62_p=0.4,MTL0.2,1,"[0, 1, 0, 0]",512,0.2,0.95477384,0.5515,0.9773869346733668,,,,,,,,,,,,0.7311557788944724,0.7261306532663316,0.9547738693467336,0.611390284757119,0.8609715242881073
wv_3d_linear_noisy,align=0.62_p=0.4,MTL0.5,1,"[0, 1, 0, 0]",512,0.5,0.99497485,0.54566664,0.992462311557789,,,,,,,,,,,,0.7889447236180904,0.7889447236180904,0.9949748743718592,0.6427973199329983,0.8186767169179229
wv_3d_linear_noisy,align=0.62_p=0.4,MTL0.8,1,"[0, 1, 0, 0]",512,0.8,0.9723618,0.5288333,0.9824120603015076,,,,,,,,,,,,0.7587939698492462,0.7562814070351759,0.9723618090452262,0.6494974874371859,0.740787269681742
wv_3d_linear_noisy,align=0.62_p=0.6,MTL0.8,0,"[0, 1, 0, 0]",512,0.8,0.98994976,0.5006667,0.992462311557789,,,,,,,,,,,,0.8944723618090452,0.8944723618090452,0.8994974874371859,0.5171691792294807,0.3747906197654941
wv_3d_linear_noisy,align=0.62_p=0.7,MTL0.2,0,"[0, 1, 0, 0]",512,0.2,0.99497485,0.67309046,0.992462311557789,,,,,,,,,,,,0.9723618090452262,0.9723618090452262,0.9045226130653268,0.5104690117252931,0.3253768844221105
wv_3d_linear_noisy,align=0.62_p=0.4,TN,2,"[0, 1, 0, 0]",512,0.0,0.60301507,0.7086511,0.9949748743718592,,,,,,,,,,,,0.9020100502512562,0.9020100502512562,0.984924623115578,0.6453098827470686,0.5393634840871022
wv_3d_linear_noisy,align=0.62_p=0.7,MTL0.5,0,"[0, 1, 0, 0]",512,0.5,0.99246234,0.6674501,0.9899497487437184,,,,,,,,,,,,0.9673366834170856,0.9673366834170856,0.871859296482412,0.4815745393634841,0.2269681742043551
wv_3d_linear_noisy,align=0.62_p=0.6,TN,0,"[0, 1, 0, 0]",512,0.0,0.5025126,0.49133334,0.942211055276382,,,,,,,,,,,,0.914572864321608,0.914572864321608,0.8768844221105527,0.4505862646566164,0.4329983249581239
wv_3d_linear_noisy,align=0.62_p=0.6,TN,1,"[0, 1, 0, 0]",512,0.0,0.5025126,0.6431328,0.9824120603015076,,,,,,,,,,,,0.9120603015075376,0.9120603015075376,0.8844221105527639,0.5213567839195979,0.3010887772194304
wv_3d_linear_noisy,align=0.62_p=0.7,MTL0.8,0,"[0, 1, 0, 0]",512,0.8,0.99497485,0.6787309,0.992462311557789,,,,,,,,,,,,0.871859296482412,0.8743718592964824,0.8819095477386935,0.4782244556113903,0.5276381909547738
wv_3d_linear_noisy,align=0.62_p=0.6,MTL0.2,1,"[0, 1, 0, 0]",512,0.2,0.98994976,0.67468786,0.984924623115578,,,,,,,,,,,,0.8517587939698492,0.8517587939698492,0.8994974874371859,0.5188442211055276,0.6725293132328308
wv_3d_linear_noisy,align=0.62_p=0.6,MTL0.8,2,"[0, 1, 0, 0]",512,0.8,0.98241204,0.6715096,0.9874371859296482,,,,,,,,,,,,0.9623115577889448,0.957286432160804,0.8869346733668342,0.4970686767169179,0.2244556113902847
wv_3d_linear_noisy,align=0.62_p=0.5,MTL0.2,2,"[0, 1, 0, 0]",512,0.2,0.96482414,0.4985,0.9824120603015076,,,,,,,,,,,,0.7211055276381909,0.7060301507537688,0.9472361809045228,0.5171691792294807,0.7458123953098826
wv_3d_linear_noisy,align=0.62_p=0.6,MTL0.5,2,"[0, 1, 0, 0]",512,0.5,0.9874372,0.6719637,0.9874371859296482,,,,,,,,,,,,0.8341708542713567,0.8341708542713567,0.821608040201005,0.4828308207705192,0.6649916247906198
wv_3d_linear_noisy,align=0.62_p=0.7,TN,0,"[0, 1, 0, 0]",512,0.0,0.5025126,0.6658049,0.992462311557789,,,,,,,,,,,,0.8768844221105527,0.8768844221105527,0.8567839195979899,0.4652428810720268,0.5967336683417086
wv_3d_linear_noisy,align=0.62_p=0.5,MTL0.5,1,"[0, 1, 0, 0]",512,0.5,0.97738695,0.504,0.9949748743718592,,,,,,,,,,,,0.8668341708542714,0.8618090452261307,0.9271356783919598,0.4907872696817421,0.5301507537688442
wv_3d_linear_noisy,align=0.62_p=0.5,TN,1,"[0, 1, 0, 0]",512,0.0,0.5025126,0.50483334,0.942211055276382,,,,,,,,,,,,0.8768844221105527,0.8768844221105527,0.9045226130653268,0.4652428810720268,0.5820770519262982
wv_3d_linear_noisy,align=0.62_p=0.4,MTL0.8,2,"[0, 1, 0, 0]",512,0.8,0.98241204,0.7027675,0.984924623115578,,,,,,,,,,,,0.9698492462311558,0.9698492462311558,0.9824120603015076,0.5971524288107203,0.2156616415410385
wv_3d_linear_noisy,align=0.62_p=0.5,MTL0.8,1,"[0, 1, 0, 0]",512,0.8,0.99246234,0.5018333,0.9824120603015076,,,,,,,,,,,,0.8266331658291457,0.8316582914572864,0.9371859296482412,0.5477386934673367,0.5854271356783919
wv_3d_linear_noisy,align=0.62_p=0.7,MTL0.2,0,"[0, 1, 0, 0]",512,0.2,0.9070352,0.509,0.9824120603015076,,,,,,,,,,,,0.9522613065326632,0.9447236180904522,0.8894472361809045,0.4476549413735343,0.371859296482412
wv_3d_linear_noisy,align=0.62_p=0.4,TN,2,"[0, 1, 0, 0]",512,0.0,0.49748743,0.56983334,0.9824120603015076,,,,,,,,,,,,0.7185929648241206,0.7185929648241206,0.9824120603015076,0.6821608040201005,0.8848408710217756
wv_3d_linear_noisy,align=0.62_p=0.5,MTL0.2,2,"[0, 1, 0, 0]",512,0.2,0.959799,0.6488122,0.9798994974874372,,,,,,,,,,,,0.8015075376884422,0.7914572864321608,0.9045226130653268,0.4912060301507537,0.7085427135678392
wv_3d_linear_noisy,align=0.62_p=0.5,MTL0.5,2,"[0, 1, 0, 0]",512,0.5,0.98994976,0.6584491,0.9773869346733668,,,,,,,,,,,,0.949748743718593,0.942211055276382,0.914572864321608,0.4853433835845895,0.493718592964824
wv_3d_linear_noisy,align=0.62_p=0.6,MTL0.2,1,"[0, 1, 0, 0]",512,0.2,0.94221103,0.50666666,0.9723618090452262,,,,,,,,,,,,0.9271356783919598,0.9221105527638191,0.8567839195979899,0.3986599664991625,0.3534338358458961
wv_3d_linear_noisy,align=0.62_p=0.6,TN,2,"[0, 1, 0, 0]",512,0.0,0.18592964,0.67173666,0.9899497487437184,,,,,,,,,,,,0.9095477386934674,0.9095477386934674,0.8844221105527639,0.5083752093802345,0.5142378559463986
wv_3d_linear_noisy,align=0.62_p=0.7,MTL0.2,1,"[0, 1, 0, 0]",512,0.2,0.97738695,0.6625147,0.984924623115578,,,,,,,,,,,,0.8542713567839196,0.8517587939698492,0.8341708542713567,0.476968174204355,0.3421273031825795
wv_3d_linear_noisy,align=0.62_p=0.6,MTL0.5,1,"[0, 1, 0, 0]",512,0.5,0.9874372,0.4865,0.9899497487437184,,,,,,,,,,,,0.8517587939698492,0.8542713567839196,0.8969849246231156,0.4819932998324958,0.4719430485762144
wv_3d_linear_noisy,align=0.62_p=0.8,MTL0.2,0,"[0, 1, 0, 0]",512,0.2,0.9849246,0.67230695,0.9874371859296482,,,,,,,,,,,,0.8969849246231156,0.8969849246231156,0.8618090452261307,0.4748743718592965,0.4501675041876047
wv_3d_linear_noisy,align=0.62_p=0.7,MTL0.5,1,"[0, 1, 0, 0]",512,0.5,0.98994976,0.6756757,0.9899497487437184,,,,,,,,,,,,0.9698492462311558,0.9698492462311558,0.8542713567839196,0.4824120603015076,0.2520938023450586
wv_3d_linear_noisy,align=0.62_p=0.7,TN,0,"[0, 1, 0, 0]",512,0.0,0.5025126,0.51,0.8693467336683417,,,,,,,,,,,,0.8190954773869347,0.8190954773869347,0.7688442211055276,0.3626465661641541,0.4246231155778894
wv_3d_linear_noisy,align=0.62_p=0.7,MTL0.8,1,"[0, 1, 0, 0]",512,0.8,0.98241204,0.66486484,0.9824120603015076,,,,,,,,,,,,0.9120603015075376,0.9120603015075376,0.8618090452261307,0.4773869346733668,0.6147403685092127
wv_3d_linear_noisy,align=0.62_p=0.4,MTL0.5,2,"[0, 1, 0, 0]",512,0.5,0.98994976,0.5385,0.9949748743718592,,,,,,,,,,,,0.8165829145728644,0.8165829145728644,0.9899497487437184,0.5992462311557789,0.6989112227805695
wv_3d_linear_noisy,align=0.62_p=0.4,MTL0.2,2,"[0, 1, 0, 0]",512,0.2,0.9572864,0.55233335,0.9824120603015076,,,,,,,,,,,,0.7336683417085427,0.7236180904522613,0.957286432160804,0.6545226130653267,0.8400335008375208
wv_3d_linear_noisy,align=0.62_p=0.7,TN,1,"[0, 1, 0, 0]",512,0.0,0.5025126,0.67144537,0.9824120603015076,,,,,,,,,,,,0.9346733668341708,0.9346733668341708,0.8492462311557789,0.4275544388609715,0.2701005025125628
wv_3d_linear_noisy,align=0.62_p=0.7,MTL0.8,0,"[0, 1, 0, 0]",512,0.8,0.99246234,0.48766667,0.9949748743718592,,,,,,,,,,,,0.9296482412060302,0.9271356783919598,0.8266331658291457,0.4539363484087102,0.2998324958123953
wv_3d_linear_noisy,align=0.62_p=0.4,MTL0.8,2,"[0, 1, 0, 0]",512,0.8,0.9849246,0.54366666,0.9874371859296482,,,,,,,,,,,,0.7939698492462312,0.7914572864321608,0.9773869346733668,0.588358458961474,0.685929648241206
wv_3d_linear_noisy,align=0.62_p=0.6,MTL0.2,2,"[0, 1, 0, 0]",512,0.2,0.98994976,0.66992056,0.9874371859296482,,,,,,,,,,,,0.8366834170854272,0.8417085427135679,0.8618090452261307,0.5201005025125628,0.6729480737018424
wv_3d_linear_noisy,align=0.62_p=0.6,MTL0.8,1,"[0, 1, 0, 0]",512,0.8,0.9874372,0.494,0.984924623115578,,,,,,,,,,,,0.9045226130653268,0.9045226130653268,0.9045226130653268,0.5339195979899497,0.3726968174204355
wv_3d_linear_noisy,align=0.62_p=0.7,MTL0.5,0,"[0, 1, 0, 0]",512,0.5,0.98241204,0.49,0.984924623115578,,,,,,,,,,,,0.9321608040201004,0.9296482412060302,0.8366834170854272,0.4011725293132328,0.321608040201005
wv_3d_linear_noisy,align=0.62_p=0.8,MTL0.5,0,"[0, 1, 0, 0]",512,0.5,0.9874372,0.6804099,0.984924623115578,,,,,,,,,,,,0.9547738693467336,0.9547738693467336,0.821608040201005,0.4614740368509213,0.2215242881072026
wv_3d_linear_noisy,align=0.62_p=0.5,TN,2,"[0, 1, 0, 0]",512,0.0,0.49748743,0.49449998,0.9623115577889448,,,,,,,,,,,,0.8869346733668342,0.8869346733668342,0.9522613065326632,0.579145728643216,0.5448073701842546
wv_3d_linear_noisy,align=0.62_p=0.7,MTL0.2,1,"[0, 1, 0, 0]",512,0.2,0.959799,0.49683332,0.9748743718592964,,,,,,,,,,,,0.9472361809045228,0.9447236180904522,0.8567839195979899,0.4175041876046901,0.2922948073701842
wv_3d_linear_noisy,align=0.62_p=0.5,MTL0.5,2,"[0, 1, 0, 0]",512,0.5,0.9849246,0.49966666,0.9899497487437184,,,,,,,,,,,,0.7738693467336684,0.7738693467336684,0.9346733668341708,0.5221943048576215,0.6721105527638191
wv_3d_linear_noisy,align=0.62_p=0.8,TN,0,"[0, 1, 0, 0]",512,0.0,0.5025126,0.6391802,0.9824120603015076,,,,,,,,,,,,0.907035175879397,0.907035175879397,0.8266331658291457,0.4727805695142379,0.3718592964824121
wv_3d_linear_noisy,align=0.62_p=0.8,MTL0.2,1,"[0, 1, 0, 0]",512,0.2,0.9849246,0.6758818,0.992462311557789,,,,,,,,,,,,0.9296482412060302,0.9296482412060302,0.8542713567839196,0.4514237855946398,0.3714405360134003
wv_3d_linear_noisy,align=0.62_p=0.8,MTL0.8,0,"[0, 1, 0, 0]",512,0.8,0.9874372,0.6746902,0.9899497487437184,,,,,,,,,,,,0.9396984924623116,0.9396984924623116,0.8492462311557789,0.4857621440536013,0.4497487437185929
wv_3d_linear_noisy,align=0.62_p=0.7,TN,1,"[0, 1, 0, 0]",512,0.0,0.5025126,0.51533335,0.8592964824120602,,,,,,,,,,,,0.8618090452261307,0.8618090452261307,0.7713567839195979,0.3324958123953099,0.4187604690117252
wv_3d_linear_noisy,align=0.62_p=0.5,MTL0.8,2,"[0, 1, 0, 0]",512,0.8,0.97738695,0.49316666,0.9824120603015076,,,,,,,,,,,,0.7462311557788944,0.7462311557788944,0.9371859296482412,0.5724455611390286,0.7617252931323284
wv_3d_linear_noisy,align=0.62_p=0.7,TN,2,"[0, 1, 0, 0]",512,0.0,0.4648241,0.65922445,0.992462311557789,,,,,,,,,,,,0.9045226130653268,0.9045226130653268,0.8994974874371859,0.48785594639866,0.4510050251256281
wv_3d_linear_noisy,align=0.62_p=0.7,MTL0.2,2,"[0, 1, 0, 0]",512,0.2,0.9874372,0.66204464,0.984924623115578,,,,,,,,,,,,0.9296482412060302,0.9346733668341708,0.8693467336683417,0.4811557788944724,0.4057788944723619
wv_3d_linear_noisy,align=0.62_p=0.7,MTL0.5,2,"[0, 1, 0, 0]",512,0.5,0.9798995,0.66886014,0.9798994974874372,,,,,,,,,,,,0.9346733668341708,0.9346733668341708,0.8894472361809045,0.4463986599664991,0.2646566164154104
wv_3d_linear_noisy,align=0.62_p=0.7,MTL0.8,1,"[0, 1, 0, 0]",512,0.8,0.98241204,0.4768333,0.984924623115578,,,,,,,,,,,,0.9321608040201004,0.9296482412060302,0.8969849246231156,0.5067001675041877,0.3287269681742044
wv_3d_linear_noisy,align=0.62_p=0.7,MTL0.8,2,"[0, 1, 0, 0]",512,0.8,0.97738695,0.6467685,0.9899497487437184,,,,,,,,,,,,0.7763819095477387,0.7763819095477387,0.8844221105527639,0.4564489112227806,0.5766331658291458
wv_3d_linear_noisy,align=0.62_p=0.8,MTL0.2,0,"[0, 1, 0, 0]",512,0.2,0.81407034,0.5215,0.9472361809045228,,,,,,,,,,,,0.9296482412060302,0.9246231155778896,0.8065326633165829,0.3391959798994974,0.3994974874371859
wv_3d_linear_noisy,align=0.62_p=0.6,MTL0.2,2,"[0, 1, 0, 0]",512,0.2,0.9321608,0.49866667,0.9748743718592964,,,,,,,,,,,,0.9045226130653268,0.9020100502512562,0.8618090452261307,0.3655778894472362,0.3341708542713568
wv_3d_linear_noisy,align=0.62_p=0.6,TN,2,"[0, 1, 0, 0]",512,0.0,0.49748743,0.4955,0.9321608040201004,,,,,,,,,,,,0.821608040201005,0.821608040201005,0.8919597989949749,0.5087939698492462,0.5556951423785595
wv_3d_linear_noisy,align=0.62_p=0.6,MTL0.5,2,"[0, 1, 0, 0]",512,0.5,0.97738695,0.48666665,0.9824120603015076,,,,,,,,,,,,0.8844221105527639,0.8844221105527639,0.8693467336683417,0.4849246231155779,0.402428810720268
wv_3d_linear_noisy,align=0.62_p=0.8,TN,0,"[0, 1, 0, 0]",512,0.0,0.5025126,0.53249997,0.9020100502512562,,,,,,,,,,,,0.914572864321608,0.914572864321608,0.8241206030150754,0.4187604690117252,0.3517587939698492
wv_3d_linear_noisy,align=0.62_p=0.8,MTL0.5,0,"[0, 1, 0, 0]",512,0.5,0.96482414,0.5211667,0.9798994974874372,,,,,,,,,,,,0.8944723618090452,0.8944723618090452,0.8618090452261307,0.4401172529313233,0.3312395309882747
wv_3d_linear_noisy,align=0.97_p=0.1,MTL0.5,0,"[128, 1, 0, 0]",512,0.5,0.98994976,0.8960345,0.9899497487437184,,,,,,,,,,,,0.949748743718593,0.949748743718593,0.9899497487437184,0.7470686767169178,0.7688442211055276
wv_3d_linear_noisy,align=0.62_p=0.8,MTL0.2,2,"[0, 1, 0, 0]",512,0.2,0.98241204,0.6596759,0.9824120603015076,,,,,,,,,,,,0.8944723618090452,0.8944723618090452,0.9020100502512562,0.4438860971524287,0.4681742043551088
wv_3d_linear_noisy,align=0.97_p=0.1,MTL0.2,0,"[128, 1, 0, 0]",512,0.2,0.9849246,0.89315796,0.984924623115578,,,,,,,,,,,,0.949748743718593,0.949748743718593,0.984924623115578,0.7705192629815745,0.8525963149078727
wv_3d_linear_noisy,align=0.62_p=0.7,MTL0.2,2,"[0, 1, 0, 0]",512,0.2,0.92462313,0.51116663,0.9673366834170856,,,,,,,,,,,,0.9246231155778896,0.9195979899497488,0.8693467336683417,0.4183417085427135,0.3475711892797319
wv_3d_linear_noisy,align=0.62_p=0.8,MTL0.8,0,"[0, 1, 0, 0]",512,0.8,0.9874372,0.5005,0.9874371859296482,,,,,,,,,,,,0.9346733668341708,0.9346733668341708,0.8793969849246231,0.4857621440536013,0.2943886097152429
wv_3d_linear_noisy,align=0.62_p=0.8,TN,1,"[0, 1, 0, 0]",512,0.0,0.5025126,0.6563394,0.992462311557789,,,,,,,,,,,,0.9824120603015076,0.9824120603015076,0.8618090452261307,0.5012562814070353,0.1896984924623115
wv_3d_linear_noisy,align=0.62_p=0.8,MTL0.5,1,"[0, 1, 0, 0]",512,0.5,0.98241204,0.6734986,0.984924623115578,,,,,,,,,,,,0.8793969849246231,0.8793969849246231,0.8241206030150754,0.4694304857621441,0.5908710217755444
wv_3d_linear_noisy,align=0.62_p=0.6,MTL0.8,2,"[0, 1, 0, 0]",512,0.8,0.98994976,0.4925,0.984924623115578,,,,,,,,,,,,0.9120603015075376,0.9120603015075376,0.9095477386934674,0.533500837520938,0.3898659966499163
wv_3d_linear_noisy,align=0.62_p=0.7,TN,2,"[0, 1, 0, 0]",512,0.0,0.49748743,0.5096667,0.9020100502512562,,,,,,,,,,,,0.8869346733668342,0.8869346733668342,0.7763819095477387,0.3680904522613065,0.3513400335008375
wv_3d_linear_noisy,align=0.62_p=0.7,MTL0.5,1,"[0, 1, 0, 0]",512,0.5,0.98994976,0.487,0.992462311557789,,,,,,,,,,,,0.9447236180904522,0.9472361809045228,0.864321608040201,0.461892797319933,0.2989949748743719
wv_3d_linear_noisy,align=0.97_p=0.1,TN,0,"[128, 1, 0, 0]",512,0.0,0.5025126,0.890076,0.9874371859296482,,,,,,,,,,,,0.9472361809045228,0.9472361809045228,0.9874371859296482,0.7822445561139029,0.8722780569514237
wv_3d_linear_noisy,align=0.97_p=0.1,MTL0.8,0,"[128, 1, 0, 0]",512,0.8,0.98994976,0.88966507,0.9874371859296482,,,,,,,,,,,,0.9472361809045228,0.9472361809045228,0.9899497487437184,0.724036850921273,0.7705192629815745
wv_3d_linear_noisy,align=0.62_p=0.8,MTL0.8,1,"[0, 1, 0, 0]",512,0.8,0.98241204,0.6684938,0.984924623115578,,,,,,,,,,,,0.9271356783919598,0.9271356783919598,0.8894472361809045,0.4874371859296482,0.2801507537688442
wv_3d_linear_noisy,align=0.62_p=0.7,MTL0.8,2,"[0, 1, 0, 0]",512,0.8,0.98994976,0.48466668,0.9899497487437184,,,,,,,,,,,,0.8994974874371859,0.8994974874371859,0.907035175879397,0.5108877721943048,0.35678391959799
wv_3d_linear_noisy,align=0.97_p=0.1,MTL0.2,0,"[128, 1, 0, 0]",512,0.2,0.9296482,0.85316664,0.9824120603015076,,,,,,,,,,,,0.8693467336683417,0.8467336683417085,0.9296482412060302,0.7587939698492462,0.9472361809045228
wv_3d_linear_noisy,align=0.97_p=0.1,TN,0,"[128, 1, 0, 0]",512,0.0,0.5025126,0.86016667,0.907035175879397,,,,,,,,,,,,0.8894472361809045,0.8894472361809045,0.907035175879397,0.7935510887772194,0.9514237855946398
wv_3d_linear_noisy,align=0.97_p=0.2,MTL0.2,0,"[128, 1, 0, 0]",512,0.2,0.99497485,0.83280957,0.9899497487437184,,,,,,,,,,,,0.9723618090452262,0.9723618090452262,0.9949748743718592,0.7110552763819097,0.6239530988274706
wv_3d_linear_noisy,align=0.97_p=0.1,MTL0.8,0,"[128, 1, 0, 0]",512,0.8,0.9874372,0.8225,0.9899497487437184,,,,,,,,,,,,0.9095477386934674,0.9095477386934674,0.9874371859296482,0.7173366834170855,0.9195979899497488
wv_3d_linear_noisy,align=0.97_p=0.2,TN,0,"[128, 1, 0, 0]",512,0.0,0.5025126,0.8290383,0.9874371859296482,,,,,,,,,,,,0.9547738693467336,0.9547738693467336,0.9874371859296482,0.7231993299832494,0.8245393634840871
wv_3d_linear_noisy,align=0.97_p=0.2,MTL0.2,0,"[128, 1, 0, 0]",512,0.2,0.9170854,0.75366664,0.9748743718592964,,,,,,,,,,,,0.8467336683417085,0.8341708542713567,0.9170854271356784,0.6901172529313233,0.923785594639866
wv_3d_linear_noisy,align=0.97_p=0.2,MTL0.5,0,"[128, 1, 0, 0]",512,0.5,0.98241204,0.7325,0.9874371859296482,,,,,,,,,,,,0.8969849246231156,0.8944723618090452,0.9824120603015076,0.6716917922948072,0.9041038525963148
wv_3d_linear_noisy,align=0.97_p=0.2,MTL0.5,0,"[128, 1, 0, 0]",512,0.5,0.9849246,0.8296669,0.984924623115578,,,,,,,,,,,,0.964824120603015,0.964824120603015,0.984924623115578,0.7064489112227806,0.7211055276381909
wv_3d_linear_noisy,align=0.97_p=0.1,MTL0.5,0,"[128, 1, 0, 0]",512,0.5,0.9849246,0.83316666,0.992462311557789,,,,,,,,,,,,0.9120603015075376,0.914572864321608,0.984924623115578,0.7445561139028475,0.9170854271356784
wv_3d_linear_noisy,align=0.97_p=0.2,TN,0,"[128, 1, 0, 0]",512,0.0,0.5025126,0.77016664,0.9396984924623116,,,,,,,,,,,,0.8542713567839196,0.8542713567839196,0.9396984924623116,0.7395309882747069,0.9472361809045228
wv_3d_linear_noisy,align=0.62_p=0.8,TN,2,"[0, 1, 0, 0]",512,0.0,0.4924623,0.66920877,0.9874371859296482,,,,,,,,,,,,0.9221105527638191,0.9221105527638191,0.9170854271356784,0.5104690117252931,0.295644891122278
wv_3d_linear_noisy,align=0.97_p=0.2,MTL0.8,0,"[128, 1, 0, 0]",512,0.8,0.9874372,0.8246386,0.9874371859296482,,,,,,,,,,,,0.9396984924623116,0.9396984924623116,0.9874371859296482,0.6725293132328308,0.7721943048576215
wv_3d_linear_noisy,align=0.97_p=0.1,MTL0.5,1,"[128, 1, 0, 0]",512,0.5,0.9849246,0.8937744,0.9874371859296482,,,,,,,,,,,,0.9623115577889448,0.9597989949748744,0.984924623115578,0.7458123953098829,0.7541876046901171
wv_3d_linear_noisy,align=0.62_p=0.8,TN,1,"[0, 1, 0, 0]",512,0.0,0.5025126,0.518,0.8919597989949749,,,,,,,,,,,,0.8894472361809045,0.8894472361809045,0.8693467336683417,0.3840033500837521,0.407035175879397
wv_3d_linear_noisy,align=0.62_p=0.8,MTL0.2,1,"[0, 1, 0, 0]",512,0.2,0.8994975,0.5276667,0.9723618090452262,,,,,,,,,,,,0.9321608040201004,0.9371859296482412,0.8944723618090452,0.5004187604690117,0.3274706867671692
wv_3d_linear_noisy,align=0.62_p=0.8,MTL0.5,2,"[0, 1, 0, 0]",512,0.5,0.99497485,0.67635846,0.9949748743718592,,,,,,,,,,,,0.8869346733668342,0.8869346733668342,0.9045226130653268,0.4903685092127303,0.6507537688442211
wv_3d_linear_noisy,align=0.97_p=0.1,MTL0.2,1,"[128, 1, 0, 0]",512,0.2,0.9849246,0.89397985,0.9874371859296482,,,,,,,,,,,,0.957286432160804,0.957286432160804,0.984924623115578,0.7479061976549414,0.7797319932998326
wv_3d_linear_noisy,align=0.97_p=0.1,TN,1,"[128, 1, 0, 0]",512,0.0,0.5025126,0.883912,0.9949748743718592,,,,,,,,,,,,0.9547738693467336,0.9547738693467336,0.9949748743718592,0.7717755443886096,0.9032663316582914
wv_3d_linear_noisy,align=0.62_p=0.8,MTL0.5,1,"[0, 1, 0, 0]",512,0.5,0.98994976,0.5045,0.992462311557789,,,,,,,,,,,,0.9472361809045228,0.9472361809045228,0.9020100502512562,0.5326633165829145,0.28643216080402
wv_3d_linear_noisy,align=0.62_p=0.8,MTL0.8,2,"[0, 1, 0, 0]",512,0.8,0.98994976,0.6727836,0.9899497487437184,,,,,,,,,,,,0.8417085427135679,0.8417085427135679,0.8994974874371859,0.435929648241206,0.5900335008375209
wv_3d_linear_noisy,align=0.97_p=0.3,MTL0.2,0,"[128, 1, 0, 0]",512,0.2,0.9849246,0.76353216,0.984924623115578,,,,,,,,,,,,0.9195979899497488,0.9195979899497488,0.984924623115578,0.6482412060301507,0.7843383584589615
wv_3d_linear_noisy,align=0.62_p=0.8,MTL0.8,1,"[0, 1, 0, 0]",512,0.8,0.9874372,0.49016666,0.9899497487437184,,,,,,,,,,,,0.914572864321608,0.9120603015075376,0.8768844221105527,0.5033500837520938,0.329145728643216
wv_3d_linear_noisy,align=0.97_p=0.1,MTL0.8,1,"[128, 1, 0, 0]",512,0.8,0.9798995,0.8849394,0.9824120603015076,,,,,,,,,,,,0.9522613065326632,0.9522613065326632,0.9798994974874372,0.7554438860971523,0.7604690117252931
wv_3d_linear_noisy,align=0.97_p=0.2,MTL0.8,0,"[128, 1, 0, 0]",512,0.8,0.99497485,0.7105,0.992462311557789,,,,,,,,,,,,0.8567839195979899,0.8567839195979899,0.9949748743718592,0.623534338358459,0.8944723618090453
wv_3d_linear_noisy,align=0.62_p=0.7,MTL0.5,2,"[0, 1, 0, 0]",512,0.5,0.99246234,0.49666667,0.992462311557789,,,,,,,,,,,,0.8994974874371859,0.8994974874371859,0.8793969849246231,0.4690117252931323,0.3881909547738693
